S142C	2022-10-04 19:42:55
2.396869E-06	255720
3.095653E-06	256020
-1.267958E-07	256320
2.217920E-07	256620
7.855552E-08	256920
-7.781077E-08	257220
-1.289074E-07	257520
1.546728E-07	257820
2.640273E-08	258120
-1.390648E-06	258420
-1.734047E-06	258720
-6.418255E-07	259020
1.669535E-07	259320
-1.911600E-07	259620
-7.087841E-08	259920
1.671141E-07	260220
5.259422E-08	260520
-1.680219E-07	260820
-2.040833E-07	261120
2.038641E-07	261420
-2.131504E-07	261720
-1.689629E-07	262023
-1.218145E-07	262323
-1.510354E-07	262623
-4.301137E-08	262923
4.045121E-08	263223
9.600122E-09	263523
-9.768906E-08	263823
-5.676140E-08	264123
2.791771E-08	264423
-6.718254E-08	264737
-6.153575E-08	265037
7.318425E-08	265337
6.845704E-09	265637
-4.296559E-08	265937
-6.881238E-08	266237
-7.400014E-08	266537
-4.225404E-08	266837
1.601131E-07	267137
-9.127986E-10	267437
-7.937020E-09	267737
-2.923875E-08	268037
3.395513E-08	268337
-7.216362E-08	268637
-3.281957E-08	268940
-3.474757E-08	269239
3.771941E-08	269540
1.549987E-08	269840
1.866705E-08	270140
-5.575125E-08	270439
-3.486282E-08	270739
-8.198843E-08	271039
-9.716133E-08	271339
2.032009E-08	271640
-1.064589E-08	271940
2.229412E-08	272240
6.792772E-08	272540
4.363707E-07	272840
3.108786E-07	273140
2.222509E-08	273440
-2.828174E-07	273739
-3.731895E-07	274039
-1.921931E-07	274339
-2.996888E-07	274639
-2.689064E-07	274940
-1.136424E-07	275239
-2.152619E-08	275540
4.361898E-08	275840
8.130993E-08	276142
-5.200982E-08	276442
-1.196337E-07	276742
2.621909E-08	277042
2.697698E-08	277342
-2.956031E-07	277642
7.442562E-09	277942
-1.542721E-07	278242
2.713782E-09	278542
-4.484788E-08	278842
4.219562E-08	279142
-6.603572E-10	279442
1.509312E-07	279742
2.481208E-07	280042
6.962632E-08	280342
8.273335E-08	280642
1.056417E-07	280942
3.815094E-07	281242
3.507735E-07	281542
-2.696413E-07	281842
-4.661525E-08	282142
7.619125E-08	282442
1.007526E-07	282742
-3.887977E-08	283042
1.439990E-07	283345
-2.022701E-07	283645
-7.866689E-07	283945
1.820116E-07	284245
6.000840E-08	284545
-4.929702E-09	284845
-5.825117E-07	285145
-7.606842E-07	285445
-3.920809E-07	285745
-1.326031E-07	286045
4.954105E-08	286345
6.154652E-08	286645
1.521478E-07	286945
6.143146E-08	287245
-9.103238E-08	287545
-1.624397E-09	287845
-8.818584E-08	288145
-3.972886E-08	288445
2.042317E-07	288745
-1.045756E-07	289045
-1.062284E-07	289345
-8.049621E-08	289645
-8.832340E-09	289945
-2.554327E-08	290245
1.651630E-07	290548
-8.214920E-08	290847
-1.516786E-08	291147
4.097896E-08	291448
-5.019640E-08	291748
-5.501689E-08	292048
8.489104E-08	292348
-7.464269E-08	292647
-4.957651E-08	292947
3.879829E-08	293261
6.664211E-08	293561
3.909673E-08	293861
-3.105227E-08	294160
-1.000295E-08	294460
9.012465E-08	294761
4.274652E-08	295061
4.359592E-08	295361
1.563943E-07	295661
1.238220E-07	295961
-4.464143E-08	296260
-3.688260E-08	296560
1.887404E-08	296861
1.020151E-07	297161
2.066434E-08	297461
-5.244595E-08	297763
-3.130027E-07	298063
-7.255409E-08	298363
-3.679065E-08	298663
9.164269E-09	298963
9.118232E-09	299263
5.293854E-08	299563
-1.699496E-07	299863
1.215953E-07	300163
2.321229E-08	300463
-7.572170E-08	300763
-3.584997E-08	301063
4.986249E-08	301363
-7.746624E-08	301663
-3.415021E-09	301963
-1.686416E-07	302263
6.349732E-08	302563
-1.125867E-07	302863
-8.304283E-09	303163
9.898523E-08	303463
-2.634392E-09	303763
2.635709E-08	304063
3.370464E-07	304363
4.544133E-07	304666
1.983782E-07	304966
8.560264E-08	305266
4.972495E-08	305566
1.034152E-07	305866
8.874764E-08	306166
3.625719E-07	306466
3.844018E-07	306766
5.234830E-07	307066
6.646306E-07	307366
9.962315E-07	307666
1.266544E-06	307966
1.204429E-06	308266
5.153570E-07	308566
4.237225E-07	308866
3.285074E-07	309166
-3.619281E-10	309466
-8.281060E-09	309766
4.260885E-08	310066
1.426026E-08	310366
-6.702196E-08	310666
-3.001851E-09	310966
5.849324E-08	311266
-2.857306E-08	311566
1.997550E-08	311866
2.833124E-08	312169
-3.938446E-08	312468
2.073288E-08	312769
-4.780450E-07	313068
-5.757399E-07	313368
-4.725593E-07	313668
-2.422339E-07	313968
-1.208732E-07	314268
-1.155248E-07	314569
1.007296E-07	314869
7.148571E-08	315169
5.424680E-08	315469
-1.463964E-08	315769
4.676357E-08	316069
-2.428765E-07	316369
1.127347E-07	316669
6.632094E-08	316969
-2.845842E-08	317268
-5.085752E-07	317568
3.656250E-07	317869
5.652601E-07	318169
7.857865E-08	318469
-2.902776E-07	318768
-5.393564E-07	319071
-1.201846E-07	319371
-6.025042E-08	319671
6.937398E-08	319971
-7.831547E-08	320271
2.966233E-08	320571
-1.047360E-07	320871
-1.279891E-07	321171
6.416327E-08	321471
1.334169E-08	321771
9.632242E-08	322084
-9.369515E-08	322383
-8.455928E-08	322684
-3.887958E-08	322983
-7.833847E-08	323283
-6.254564E-08	323583
-2.237544E-08	323883
6.909852E-08	324184
-7.962404E-08	324483
-5.412159E-08	324783
-2.462473E-08	325084
4.403207E-08	325384
1.011430E-07	325684
1.790977E-08	325984
-5.756253E-09	326286
-2.758596E-08	326586
-5.974528E-08	326886
-1.418172E-09	327186
2.447480E-08	327486
-4.333282E-08	327786
-4.138154E-08	328086
1.667927E-07	328386
-1.451822E-07	328686
7.134786E-08	328986
-4.434306E-08	329286
6.503566E-08	329586
1.665633E-07	329886
2.621936E-08	330186
7.026910E-08	330486
-2.829779E-08	330786
6.260196E-08	331086
4.625874E-08	331386
-1.185548E-07	331686
1.563485E-07	331986
-1.119897E-07	332286
1.647042E-07	332586
3.752891E-07	332886
-2.075197E-06	333186
-3.053749E-06	333489
3.494191E-07	333789
1.778566E-07	334089
3.154469E-08	334389
1.748037E-07	334689
4.410085E-08	334989
-2.831387E-07	335288
3.449430E-07	335589
-2.634654E-08	335889
4.391728E-08	336189
4.343516E-08	336489
2.428180E-07	336789
5.169882E-08	337089
8.434017E-08	337389
2.805330E-07	337689
2.411884E-07	337989
4.619375E-09	338289
3.370693E-07	338589
-6.752020E-07	338888
-1.453589E-06	339189
1.365914E-06	339489
4.352231E-07	339789
6.539574E-07	340089
7.016097E-07	340389
7.880821E-08	340691
2.451135E-07	340991
1.170962E-07	341291
-5.598059E-08	341591
1.423707E-08	341891
4.756695E-08	342191
8.720969E-08	343233
1.513444E-07	343533
5.199712E-08	343833
3.723695E-09	344133
-2.154890E-08	344433
-1.828949E-08	344732
3.314914E-07	345033
2.118983E-07	345333
5.133171E-08	345633
-8.749727E-08	345932
1.828381E-07	346233
7.001672E-08	346533
4.297612E-08	346833
1.211817E-07	347133
1.778566E-07	347433
-6.396888E-08	347733
3.255486E-08	348033
1.400969E-07	348333
-7.856821E-08	348635
-1.946262E-07	348935
-2.599779E-07	349235
2.422213E-07	349535
4.100419E-07	349835
-1.846408E-07	350135
1.911938E-07	350435
6.882306E-08	350735
2.081570E-07	351035
4.837716E-07	351335
-1.202273E-08	351648
3.016275E-07	351948
4.093072E-07	352248
-4.144613E-07	352548
-4.179500E-08	352848
5.059700E-08	353148
1.687209E-07	353448
-7.344899E-08	353748
-2.648437E-07	354048
1.150762E-07	354348
8.771440E-08	354648
1.002479E-07	354948
2.219065E-07	355248
-4.073902E-08	355548
-9.594449E-08	355850
-2.442077E-07	356150
2.034741E-07	356451
-4.544464E-08	356750
2.555350E-07	357051
5.888367E-08	357351
1.366319E-08	357651
7.332218E-08	357951
1.515282E-07	358251
5.507319E-08	358551
2.283109E-07	358851
6.620604E-08	359151
-1.477532E-07	359450
1.579809E-08	359751
1.773287E-07	360051
1.340828E-07	360351
2.037498E-07	360651
4.752127E-08	360951
-3.589560E-08	361251
2.562262E-08	361551
2.512423E-07	361851
1.096589E-07	362151
1.153289E-07	362451
3.657176E-08	362751
-1.385906E-08	363053
1.386505E-07	363353
-1.572102E-07	363653
-8.547738E-08	363953
-9.957149E-08	364253
-1.582200E-07	364553
1.659893E-07	364853
-7.615744E-09	365153
1.083966E-07	365453
1.482455E-07	365753
6.852461E-08	366053
-2.416584E-08	366353
2.089406E-08	366653
-1.890940E-07	366953
-5.981444E-08	367253
2.169724E-08	367553
-2.338542E-08	367853
-4.211623E-08	368153
-6.142090E-08	368453
-1.158691E-07	368753
4.899006E-08	369053
3.747016E-09	369353
3.586337E-09	369653
2.163288E-07	369953
1.912652E-08	370256
1.784102E-08	370556
8.505146E-08	370856
3.207027E-07	371156
-1.134823E-07	371456
1.507932E-07	371756
2.921474E-07	372056
-3.024868E-08	372356
-9.993880E-08	372656
9.802119E-08	372956
-1.486949E-08	373256
1.247401E-07	373556
-4.353959E-08	373856
2.638904E-07	374156
8.512056E-08	374456
1.715443E-07	374756
2.470647E-07	375056
-2.916321E-07	375356
-1.950164E-07	375656
2.194962E-07	375956
-2.001353E-07	376256
-1.278283E-07	376556
-2.352309E-08	376856
1.352763E-07	377156
3.597505E-08	377459
-9.059614E-08	377759
-5.568214E-08	378059
1.233168E-08	378359
-2.753981E-08	378658
-1.240180E-07	378958
2.054250E-07	379259
-3.132766E-08	379558
7.446987E-08	379859
-1.708221E-07	380158
-1.500483E-07	380472
-2.485474E-08	380772
1.432643E-07	381072
1.440905E-07	381372
-7.700735E-08	381672
-1.764004E-07	381972
-1.279202E-07	382272
-2.715930E-07	382572
2.780076E-07	382872
-3.454115E-08	383172
-1.789928E-08	383472
-2.039918E-07	383772
7.860159E-08	384072
-1.429527E-08	384372
-2.196464E-07	384675
2.041167E-07	384975
-4.147363E-08	385275
-9.534773E-08	385575
-1.274383E-07	385875
-3.522995E-08	386175
2.252581E-07	386475
5.869995E-08	386775
-6.148996E-08	387075
2.711212E-07	387375
3.334193E-07	387675
-7.406899E-08	387975
2.684583E-07	388275
-1.849593E-08	388575
-1.108191E-08	388875
1.510920E-07	389175
-2.695500E-07	389475
2.447233E-07	389775
-1.950851E-07	390075
1.507707E-07	390375
9.910010E-08	390675
7.761471E-08	390975
9.634547E-08	391275
4.735112E-07	391578
1.936037E-07	391878
-2.129440E-07	392177
-2.487529E-07	392477
-7.450519E-08	392778
-5.751903E-08	393078
2.424970E-07	393378
-1.193122E-07	393678
2.392866E-09	393978
1.694552E-08	394278
3.142987E-07	394578
-9.840055E-08	394877
1.950269E-07	395178
-2.329602E-07	395478
-2.813481E-07	395777
1.937878E-08	396078
-1.438733E-07	396377
-1.358396E-07	396677
3.601846E-07	396978
2.445857E-07	397278
3.482736E-08	397578
2.601259E-07	397878
-1.114159E-07	398177
2.190399E-08	398478
1.962203E-07	398780
9.180048E-08	399080
8.996398E-08	399380
-7.712204E-08	399680
-4.638583E-08	399980
7.190300E-09	400280
-9.114712E-08	400580
4.318268E-08	400880
-2.118189E-08	401180
-1.126551E-08	401480
-2.414303E-07	401780
1.298821E-07	402080
2.874438E-08	402380
2.972436E-07	402680
1.919281E-07	402980
1.502657E-07	403280
-1.951768E-07	403580
1.328199E-07	403880
1.166141E-07	404180
3.528393E-07	404480
9.439420E-08	404780
6.003145E-08	405080
2.755083E-08	405380
1.043565E-07	405680
-2.795201E-09	405982
-2.398696E-07	406282
2.964399E-07	406583
1.059861E-07	406883
1.047925E-07	407183
-1.680218E-07	407482
7.993399E-09	407783
1.542825E-07	408083
-8.866834E-08	408383
6.742272E-08	408683
1.677568E-07	408983
-1.582435E-07	409296
1.569222E-07	409596
-3.109136E-07	409896
1.183126E-07	410196
1.919969E-07	410496
1.212509E-07	410796
1.612057E-09	411096
2.252368E-08	411396
-1.358396E-07	411696
1.508394E-07	411996
-2.581868E-08	412296
1.698687E-07	412596
-4.907139E-08	412896
-1.399718E-08	413198
-6.952416E-08	413498
5.362709E-08	413799
-5.820742E-08	414098
2.238349E-07	414399
-2.095696E-07	414698
1.653009E-07	414999
-7.303599E-08	415299
1.988603E-07	415599
-3.649254E-08	415899
-1.048280E-07	416199
2.041400E-07	416499
-1.824830E-07	416798
4.503270E-07	417099
1.932134E-07	417399
3.482727E-08	417699
1.627529E-07	417999
8.792085E-08	418299
1.566926E-07	418599
5.289265E-08	418899
-7.432150E-08	419199
-2.313762E-07	419498
7.189924E-09	419799
1.978731E-07	420099
1.102788E-07	420401
1.896561E-08	420701
-5.400668E-08	421001
8.275629E-08	421301
-1.458246E-07	421601
3.801762E-08	421901
1.975977E-07	422201
-1.475461E-08	422501
2.601256E-07	422801
3.900510E-08	423101
1.828837E-07	423401
1.024742E-07	423701
-2.720518E-07	424001
-2.055755E-07	424301
8.461537E-08	424601
-1.033819E-07	424901
-4.367729E-08	425201
-2.976689E-07	425501
1.531805E-07	425801
-9.048151E-08	426101
1.168210E-07	426401
-1.002592E-08	426701
-7.007490E-08	427001
4.876281E-07	427301
2.307212E-07	427604
6.818014E-08	427904
-8.563813E-08	428204
-3.959124E-08	428504
-1.687564E-07	428804
-4.719161E-07	429104
-2.806136E-07	429404
-6.465742E-08	429704
1.012842E-08	430004
-2.336027E-07	430304
-3.284970E-07	430604
-2.322454E-08	430904
-1.141017E-07	431204
3.380566E-07	431504
3.530934E-08	431804
-6.334915E-08	432104
8.860983E-08	432404
1.989063E-07	432704
2.165582E-07	433004
-9.913519E-08	433304
1.740461E-08	433604
-1.246609E-07	433904
1.895408E-07	434204
-1.288613E-07	434504
-1.132522E-07	434807
-1.667595E-07	435106
9.616170E-08	435407
9.645864E-09	435707
-2.499237E-08	436006
8.119532E-08	436307
5.578482E-08	436607
1.142268E-07	436907
-2.675946E-08	437206
3.059660E-07	437507
6.948856E-08	437807
1.089015E-07	438120
-2.062411E-07	438420
4.228738E-08	438720
-2.330290E-07	439019
-9.794164E-08	439319
1.430118E-07	439620
1.246944E-07	439920
2.216080E-07	440220
-1.234436E-08	440519
-2.253605E-08	440820
1.468454E-07	441120
-2.726487E-08	441419
3.563474E-09	441720
2.794103E-08	442022
-1.103142E-07	442322
3.612406E-07	442622
1.361484E-07	442922
-9.123895E-08	443222
1.642218E-07	443522
-1.083632E-07	443822
3.357383E-07	444122
2.907468E-07	444422
-2.043357E-07	444722
1.663109E-07	445022
-9.688573E-08	445322
-2.032111E-07	445622
-2.039228E-07	445922
-2.448278E-07	446222
2.725245E-08	446522
7.185300E-08	446822
1.237988E-07	447122
-3.934119E-07	447422
-3.207153E-07	447722
1.216414E-07	448022
-1.477302E-07	448322
2.056777E-07	448622
-6.665460E-08	448924
-2.084907E-07	449224
-1.284256E-07	449525
-6.936347E-08	449824
2.221822E-07	450125
-3.281977E-08	450425
7.511229E-08	450725
1.525378E-07	451025
1.669075E-07	451325
-1.486614E-09	451625
-1.794074E-07	451924
-3.313661E-07	452224
2.363448E-07	452525
-2.221258E-07	452824
1.313511E-07	453125
-2.003408E-08	453424
-2.125074E-07	453725
-1.225252E-08	454024
-1.029228E-07	454324
1.675044E-07	454625
3.280733E-08	454925
-1.351050E-07	455224
8.757688E-08	455525
-2.017190E-07	455825
4.724551E-08	456127
3.481796E-07	456427
-1.038869E-07	456727
-7.090128E-08	457027
7.869336E-08	457327
-2.396401E-07	457627
1.390410E-07	457927
-4.858980E-08	458227
1.471207E-07	458527
2.803450E-11	458827
1.279078E-07	459127
3.512321E-07	459427
4.492721E-08	459727
-1.885429E-07	460027
-1.678382E-07	460327
1.745056E-07	460627
-7.494112E-08	460927
-9.686302E-08	461227
-9.438378E-08	461527
-1.733242E-07	461827
-2.153310E-07	462127
-1.013847E-07	462427
-3.927001E-08	462727
2.197949E-07	463027
1.514590E-07	463333
-7.480350E-08	463632
4.224129E-08	463933
1.344270E-07	464233
2.151577E-07	464533
-7.094697E-08	464832
-5.352473E-08	465133
3.212537E-07	465433
1.578176E-07	465733
-6.474956E-08	466032
-7.983008E-09	466333
1.797853E-08	466633
1.337383E-07	466948
-1.793841E-07	467248
-3.307213E-08	467548
-3.564322E-08	467848
-2.581861E-08	468148
9.861754E-08	468448
-6.587410E-08	468748
-2.987246E-07	469048
2.086387E-07	469348
1.772801E-09	469648
-1.345773E-07	469948
1.163158E-07	470248
1.894279E-08	470551
-4.294283E-08	470850
6.662342E-09	471151
2.765841E-07	471451
-7.007495E-08	471750
6.058212E-08	472051
-4.817643E-07	472350
-4.501788E-07	472651
1.164996E-07	472951
3.248571E-07	473251
2.494055E-07	473551
-1.466281E-07	473850
-2.375275E-08	474151
5.583235E-09	474451
2.229856E-07	474751
2.621959E-08	475051
1.455831E-07	475351
1.996866E-07	475651
1.768927E-07	475951
-2.137245E-07	476250
-2.558456E-07	476550
-4.514623E-08	476850
-1.412339E-07	477150
3.027987E-07	477451
-2.852714E-08	477753
-1.460316E-07	478053
1.991815E-07	478353
-7.824681E-08	478653
2.794309E-07	478953
-5.699089E-08	479253
1.361026E-07	479553
1.668848E-07	479853
-2.225849E-07	480153
-1.926980E-07	480453
-6.697154E-07	480753
1.154895E-07	481053
-7.156522E-09	481353
3.032342E-07	481653
-1.828503E-07	481953
5.649848E-07	482253
2.537217E-07	482553
-8.731401E-08	482853
-1.584727E-07	483153
-7.044225E-08	483453
9.001152E-10	483753
1.169128E-07	484053
5.029615E-07	484353
-3.208300E-07	484655
-6.478400E-07	484955
-2.409944E-07	485255
-1.408665E-07	485555
-2.809107E-08	485856
-2.183152E-07	486155
1.778798E-07	486456
2.840003E-08	486756
1.513901E-07	487056
-7.390812E-08	487355
-1.146524E-07	487655
2.722914E-08	487956
-7.971561E-08	488255
-7.615466E-09	488556
2.892093E-07	488856
-2.022241E-07	489155
3.987705E-08	489456
5.610601E-08	489756
1.451926E-07	490056
-6.185729E-08	490356
-6.911056E-08	490656
-1.134590E-07	490956
1.568992E-07	491256
1.079832E-07	491556
-1.627653E-07	491858
3.634223E-08	492158
-1.352885E-07	492458
-2.628241E-07	492758
-1.686416E-07	493058
7.878509E-08	493358
1.900228E-07	493658
-1.203682E-07	493958
-1.185317E-07	494258
1.313536E-08	494558
6.799628E-08	494858
1.446418E-07	495158
-1.331309E-07	495458
-4.225408E-08	495771
3.198305E-07	496071
7.676495E-08	496371
-6.562192E-08	496671
-3.708941E-08	496971
1.063765E-07	497271
3.758204E-08	497571
1.799230E-07	497871
2.292750E-07	498171
1.753319E-07	498471
-1.621224E-07	498771
-1.265199E-07	499073
-1.020276E-07	499374
-6.368447E-07	499673
-5.340773E-07	499973
-6.167825E-07	500273
-1.347380E-07	500573
1.335088E-07	500874
5.649645E-08	501174
-1.851226E-07	501473
1.375233E-06	501774
4.143121E-07	502074
2.706849E-07	502374
9.783811E-09	502674
-1.104976E-07	502974
4.091040E-09	503274
-2.928477E-08	503573
1.891978E-08	503874
-2.297217E-08	504174
1.028891E-08	504474
-1.202074E-07	504774
1.803357E-07	505074
7.138450E-07	505374
2.129084E-07	505674
1.061010E-07	505974
-6.515813E-07	506276
-1.331308E-07	506576
-5.559068E-07	506876
-4.576160E-07	507176
1.641759E-07	507476
-1.987810E-07	507776